order_id,customer_id,order_status,payment_method
1594,2091,Canceled,Loyalty Points
1595,1007,Canceled,Cash on Delivery
1596,4320,Canceled,UPI
1597,1648,In Transit,UPI
1598,2478,In Transit,Cash on Delivery
1599,3514,Delivered,Net Banking
1600,371,Canceled,UPI
1601,1660,Canceled,UPI
1602,766,Canceled,Cash on Delivery
1603,1861,Delivered,UPI
1604,1104,Canceled,Loyalty Points
1605,3062,Delivered,UPI
1606,3784,Delivered,UPI
1607,2820,In Transit,Net Banking
1608,3117,Canceled,Loyalty Points
1609,1994,In Transit,Net Banking
1610,3834,Delivered,UPI
1611,1490,In Transit,Net Banking
1612,1726,Delivered,UPI
1613,291,Canceled,Loyalty Points
1614,1287,Delivered,Loyalty Points
1615,3730,Delivered,Cash on Delivery
1616,4454,Canceled,Net Banking
1617,4157,Canceled,Loyalty Points
1618,1498,In Transit,Loyalty Points
1619,2743,Canceled,Net Banking
1620,1823,In Transit,UPI
1621,3997,Delivered,Loyalty Points
1622,4876,In Transit,Loyalty Points
1623,4087,Delivered,Net Banking
1624,2638,In Transit,Loyalty Points
1625,2919,In Transit,Net Banking
1626,638,In Transit,Net Banking
1627,4525,In Transit,Net Banking
1628,492,Delivered,UPI
1629,4145,In Transit,Cash on Delivery
1630,244,Delivered,Cash on Delivery
1631,151,In Transit,Cash on Delivery
1632,1612,Canceled,UPI
1633,3541,In Transit,Cash on Delivery
1634,1704,Canceled,UPI
1635,786,Canceled,Loyalty Points
1636,4692,Canceled,Net Banking
1637,2116,Delivered,Net Banking
1638,3461,Delivered,Loyalty Points
1639,1502,Delivered,Loyalty Points
1640,2648,Canceled,Net Banking
1641,2393,In Transit,Cash on Delivery
1642,2583,Canceled,UPI
1643,732,Canceled,Cash on Delivery
1644,4324,Delivered,Net Banking
1645,1249,Delivered,Cash on Delivery
1646,769,Delivered,Cash on Delivery
1647,2380,Canceled,Cash on Delivery
1648,1444,Canceled,UPI
1649,2686,Canceled,Cash on Delivery
1650,4501,Delivered,Cash on Delivery
1651,1031,Delivered,Loyalty Points
1652,1412,Canceled,Cash on Delivery
1653,1118,Delivered,UPI
1654,3575,Delivered,Net Banking
1655,2948,Delivered,UPI
1656,4976,In Transit,Cash on Delivery
1657,4852,Delivered,Cash on Delivery
1658,3623,In Transit,Net Banking
1659,2458,Canceled,UPI
1660,2296,In Transit,Cash on Delivery
1661,4753,In Transit,Loyalty Points
1662,3919,In Transit,Cash on Delivery
1663,1988,Delivered,Cash on Delivery
1664,3687,Canceled,Cash on Delivery
1665,2418,Delivered,Net Banking
1666,894,Canceled,Net Banking
1667,3929,In Transit,Net Banking
1668,51,In Transit,Loyalty Points
1669,1967,In Transit,UPI
1670,947,In Transit,UPI
1671,3542,Delivered,Cash on Delivery
1672,438,Delivered,Cash on Delivery
1673,3675,In Transit,Loyalty Points
1674,2679,Canceled,Cash on Delivery
1675,2207,In Transit,Cash on Delivery
1676,1265,Delivered,Cash on Delivery
1677,1252,Canceled,UPI
1678,2440,In Transit,Net Banking
1679,1092,Canceled,Cash on Delivery
1680,850,In Transit,UPI
1681,3278,Canceled,UPI
1682,3469,Canceled,Net Banking
1683,834,Canceled,Loyalty Points
1684,2724,In Transit,Loyalty Points
1685,4237,Canceled,Net Banking
1686,1003,In Transit,Cash on Delivery
1687,3143,Delivered,UPI
1688,1039,Canceled,Cash on Delivery
1689,2033,Delivered,Cash on Delivery
1690,4230,Canceled,Net Banking
1691,3891,In Transit,UPI
1692,975,Canceled,Net Banking
1693,4411,Delivered,UPI
1694,440,Delivered,Loyalty Points
1695,2735,Canceled,Net Banking
1696,1813,In Transit,Cash on Delivery
1697,727,Canceled,Cash on Delivery
1698,2150,In Transit,Cash on Delivery
1699,2090,Canceled,UPI
1700,1050,In Transit,UPI
1701,4541,Delivered,Cash on Delivery
1702,2458,Delivered,Loyalty Points
1703,2666,Delivered,Cash on Delivery
1704,317,Delivered,Net Banking
1705,4917,Delivered,Loyalty Points
1706,4062,Delivered,Cash on Delivery
1707,2352,Delivered,Net Banking
1708,1736,In Transit,Net Banking
1709,3429,Canceled,Loyalty Points
1710,1680,Canceled,Net Banking
1711,3680,Delivered,Loyalty Points
1712,3074,Canceled,UPI
1713,4930,In Transit,Cash on Delivery
1714,3563,Canceled,Net Banking
1715,761,In Transit,UPI
1716,3860,Canceled,UPI
1717,4619,Canceled,Net Banking
1718,1458,Delivered,Net Banking
1719,949,In Transit,UPI
1720,3926,In Transit,Loyalty Points
1721,2965,Canceled,Net Banking
1722,333,In Transit,Loyalty Points
1723,4152,Canceled,Loyalty Points
1724,489,In Transit,UPI
1725,879,In Transit,Loyalty Points
1726,2466,Canceled,Loyalty Points
1727,3089,In Transit,Loyalty Points
1728,2633,Canceled,UPI
1729,2927,In Transit,Loyalty Points
1730,397,Delivered,UPI
1731,4954,Canceled,Net Banking
1732,3354,Delivered,Cash on Delivery
1733,483,Canceled,UPI
1734,2730,Canceled,Cash on Delivery
1735,1761,Delivered,Net Banking
1736,1840,In Transit,Net Banking
1737,4171,Canceled,UPI
1738,4633,Canceled,Cash on Delivery
1739,2303,Canceled,Loyalty Points
1740,1023,Canceled,UPI
1741,1011,In Transit,Loyalty Points
1742,2554,In Transit,Loyalty Points
1743,3664,In Transit,Loyalty Points
1744,3840,In Transit,Cash on Delivery
1745,1689,In Transit,Net Banking
1746,3549,Delivered,Loyalty Points
1747,484,Canceled,UPI
1748,3966,Canceled,Net Banking
1749,2774,In Transit,Loyalty Points
1750,954,Canceled,Net Banking
1751,4483,Canceled,UPI
1752,2222,Delivered,Loyalty Points
1753,1596,In Transit,UPI
1754,925,In Transit,Cash on Delivery
1755,517,Delivered,Net Banking
1756,4615,Delivered,Net Banking
1757,1229,Delivered,UPI
1758,4058,Delivered,Net Banking
1759,1671,In Transit,Loyalty Points
1760,1933,Canceled,Cash on Delivery
1761,1943,Canceled,Cash on Delivery
1762,2683,Canceled,Loyalty Points
1763,1348,Canceled,Loyalty Points
1764,4444,Delivered,Net Banking
1765,1647,Delivered,Net Banking
1766,3579,In Transit,Cash on Delivery
1767,760,Delivered,Loyalty Points
1768,4187,Delivered,Cash on Delivery
1769,2970,In Transit,UPI
1770,3624,Delivered,UPI
1771,3743,Delivered,Cash on Delivery
1772,4008,Canceled,Cash on Delivery
1773,4262,Delivered,Cash on Delivery
1774,2769,Canceled,UPI
1775,2401,In Transit,Loyalty Points
1776,4012,Canceled,Net Banking
1777,4487,Canceled,Cash on Delivery
1778,4079,Delivered,UPI
1779,2625,Canceled,UPI
1780,2904,Delivered,Loyalty Points
1781,1171,Delivered,Net Banking
1782,3890,Canceled,Loyalty Points
1783,3201,Delivered,Loyalty Points
1784,4071,Canceled,Net Banking
1785,2137,In Transit,Loyalty Points
1786,1980,In Transit,Loyalty Points
1787,2568,Canceled,UPI
1788,4276,Delivered,Loyalty Points
1789,4703,Delivered,Loyalty Points
1790,2411,Canceled,Cash on Delivery
1791,4814,In Transit,Loyalty Points
1792,3442,In Transit,Net Banking
1793,2132,Delivered,UPI
1794,4454,Canceled,Cash on Delivery
1795,1334,Canceled,Cash on Delivery
1796,4082,In Transit,Cash on Delivery
1797,1133,Canceled,UPI
1798,3596,In Transit,Loyalty Points
1799,996,In Transit,Net Banking
1800,2818,Canceled,Net Banking
1801,75,In Transit,Net Banking
1802,216,Delivered,Net Banking
1803,323,Canceled,Cash on Delivery
1804,2593,Canceled,Cash on Delivery
1805,651,Canceled,Cash on Delivery
1806,4048,Canceled,UPI
1807,4031,In Transit,Loyalty Points
1808,2872,Delivered,Net Banking
1809,1395,Canceled,Loyalty Points
1810,1900,Delivered,Loyalty Points
1811,1670,In Transit,UPI
1812,3266,Canceled,Loyalty Points
1813,1573,Delivered,Loyalty Points
1814,2751,Delivered,UPI
1815,1634,Canceled,UPI
1816,2699,In Transit,Cash on Delivery
1817,4989,Canceled,Loyalty Points
1818,2540,Canceled,Net Banking
1819,595,Delivered,Cash on Delivery
1820,1427,Delivered,UPI
1821,1968,Canceled,Loyalty Points
1822,3181,Canceled,Net Banking
1823,4906,Delivered,Loyalty Points
1824,2735,Delivered,Cash on Delivery
1825,2949,Canceled,Net Banking
1826,3455,Canceled,Net Banking
1827,3428,Delivered,Net Banking
1828,4735,Delivered,Net Banking
1829,1227,Delivered,UPI
1830,3214,In Transit,Loyalty Points
1831,1641,Canceled,UPI
1832,4897,In Transit,UPI
1833,2209,Delivered,UPI
1834,778,Delivered,Loyalty Points
1835,4190,Delivered,UPI
1836,3227,In Transit,Loyalty Points
1837,61,Delivered,Net Banking
1838,3116,In Transit,UPI
1839,4338,In Transit,Loyalty Points
1840,2422,In Transit,Loyalty Points
1841,492,In Transit,Loyalty Points
1842,3397,Canceled,Loyalty Points
1843,731,In Transit,Net Banking
1844,4755,In Transit,Loyalty Points
1845,4894,Canceled,Loyalty Points
1846,3438,Delivered,Cash on Delivery
1847,2473,Canceled,UPI
1848,611,In Transit,Net Banking
1849,2196,Delivered,Cash on Delivery
1850,3204,In Transit,UPI
1851,3061,Canceled,Loyalty Points
1852,1513,Delivered,UPI
1853,1923,Canceled,Cash on Delivery
1854,480,In Transit,Loyalty Points
1855,2300,Delivered,Loyalty Points
1856,4714,Canceled,Loyalty Points
1857,19,Delivered,UPI
1858,476,Delivered,UPI
1859,2904,Delivered,Cash on Delivery
1860,2449,Delivered,UPI
1861,4342,In Transit,UPI
1862,4026,Canceled,Cash on Delivery
1863,4920,Delivered,Cash on Delivery
1864,2371,Canceled,Cash on Delivery
1865,3379,In Transit,Loyalty Points
1866,319,Canceled,UPI
1867,4085,Canceled,UPI
1868,4652,Delivered,Cash on Delivery
1869,4830,Canceled,UPI
1870,3824,Canceled,Loyalty Points
1871,2069,In Transit,Loyalty Points
1872,3729,In Transit,UPI
1873,1685,Delivered,Loyalty Points
1874,1325,In Transit,Loyalty Points
1875,4047,Canceled,UPI
1876,1675,Canceled,UPI
1877,4037,Delivered,Cash on Delivery
1878,4021,Delivered,UPI
1879,2579,Canceled,Cash on Delivery
1880,570,Canceled,Net Banking
1881,3250,In Transit,Net Banking
1882,1627,In Transit,Loyalty Points
1883,2226,Canceled,Loyalty Points
1884,3490,In Transit,Cash on Delivery
1885,529,Canceled,Cash on Delivery
1886,3987,Delivered,UPI
1887,4001,Canceled,Net Banking
1888,4975,Delivered,Net Banking
1889,379,Delivered,Loyalty Points
1890,1116,In Transit,Net Banking
1891,243,Delivered,Loyalty Points
1892,2823,Delivered,UPI
1893,4367,Delivered,Net Banking
1894,4762,Canceled,Cash on Delivery
1895,1204,In Transit,Net Banking
1896,1993,In Transit,Net Banking
1897,559,In Transit,UPI
1898,2077,In Transit,Net Banking
1899,224,Canceled,Net Banking
1900,3414,In Transit,Loyalty Points
1901,2934,Delivered,Net Banking
1902,2831,In Transit,Loyalty Points
1903,999,Canceled,Net Banking
1904,421,Canceled,UPI
1905,180,Canceled,Loyalty Points
1906,3124,In Transit,Cash on Delivery
1907,153,In Transit,Cash on Delivery
1908,1743,In Transit,UPI
1909,582,Canceled,Net Banking
1910,1935,Canceled,Loyalty Points
1911,4609,Canceled,Cash on Delivery
1912,4832,Delivered,UPI
1913,2267,Delivered,Loyalty Points
1914,2864,Canceled,UPI
1915,2412,Delivered,Cash on Delivery
1916,3169,Canceled,Loyalty Points
1917,1628,Canceled,Cash on Delivery
1918,2219,In Transit,Cash on Delivery
1919,4884,In Transit,Cash on Delivery
1920,2172,Delivered,Loyalty Points
1921,719,Canceled,Net Banking
1922,155,In Transit,Cash on Delivery
1923,3710,Delivered,Loyalty Points
1924,4071,In Transit,Loyalty Points
1925,716,In Transit,UPI
1926,2378,In Transit,UPI
1927,3262,In Transit,Net Banking
1928,4103,Delivered,Cash on Delivery
1929,4995,Delivered,UPI
1930,78,In Transit,Cash on Delivery
1931,2087,Canceled,UPI
1932,3561,Canceled,Loyalty Points
1933,4144,Canceled,Net Banking
1934,2237,Canceled,Net Banking
1935,994,Delivered,UPI
1936,2563,Canceled,Loyalty Points
1937,394,In Transit,Net Banking
1938,3041,Delivered,Cash on Delivery
1939,2708,Canceled,UPI
1940,2997,In Transit,Cash on Delivery
1941,2465,In Transit,Loyalty Points
1942,2625,In Transit,Cash on Delivery
1943,1738,Delivered,UPI
1944,3486,In Transit,Loyalty Points
1945,4388,Delivered,Cash on Delivery
1946,4543,Delivered,Loyalty Points
1947,620,Delivered,Cash on Delivery
1948,2658,Canceled,Cash on Delivery
1949,4188,Delivered,UPI
1950,830,Delivered,Net Banking
1951,70,Delivered,Net Banking
1952,3329,Canceled,Cash on Delivery
1953,4829,Canceled,Cash on Delivery
1954,4337,Delivered,Cash on Delivery
1955,384,In Transit,Cash on Delivery
1956,3116,Delivered,Net Banking
1957,910,In Transit,Loyalty Points
1958,494,Delivered,Cash on Delivery
1959,1382,Delivered,Net Banking
1960,3316,Delivered,Net Banking
1961,1979,Canceled,UPI
1962,4096,In Transit,UPI
1963,3916,Delivered,Loyalty Points
1964,1738,Canceled,Loyalty Points
1965,439,In Transit,UPI
1966,734,Canceled,Net Banking
1967,4990,Delivered,Loyalty Points
1968,172,Delivered,UPI
1969,623,Canceled,UPI
1970,1264,Canceled,UPI
1971,172,Canceled,Cash on Delivery
1972,152,Canceled,UPI
1973,3603,Delivered,Cash on Delivery
1974,3113,Canceled,Net Banking
1975,4334,Delivered,Loyalty Points
1976,1565,In Transit,UPI
1977,735,Delivered,Net Banking
1978,2004,Delivered,Cash on Delivery
1979,2518,In Transit,Loyalty Points
1980,2506,Delivered,Net Banking
1981,828,In Transit,Net Banking
1982,2700,In Transit,Net Banking
1983,353,Delivered,Loyalty Points
1984,3832,Delivered,Cash on Delivery
1985,519,Delivered,Loyalty Points
1986,4258,In Transit,Loyalty Points
1987,731,In Transit,Cash on Delivery
1988,2095,In Transit,UPI
1989,1816,In Transit,Cash on Delivery
1990,3767,Canceled,Net Banking
1991,4149,Canceled,Loyalty Points
1992,85,Delivered,Loyalty Points
1993,846,Delivered,UPI
1994,2500,Canceled,UPI
1995,4730,In Transit,Cash on Delivery
1996,4521,Delivered,Cash on Delivery
1997,4500,Canceled,Cash on Delivery
1998,306,Delivered,UPI
1999,4779,Canceled,Cash on Delivery
2000,4440,Delivered,UPI
2001,2315,Delivered,UPI
2002,563,Delivered,Loyalty Points
2003,1129,Canceled,Net Banking
2004,3652,In Transit,Net Banking
2005,2567,In Transit,UPI
2006,1921,Delivered,Net Banking
2007,4009,In Transit,Cash on Delivery
2008,1922,Delivered,Cash on Delivery
2009,1005,Canceled,Cash on Delivery
2010,1112,In Transit,Cash on Delivery
2011,2766,In Transit,Cash on Delivery
2012,4333,Delivered,Loyalty Points
2013,4290,Delivered,Loyalty Points
2014,2937,Delivered,UPI
2015,4678,Canceled,Cash on Delivery
2016,3496,Canceled,Net Banking
2017,1748,In Transit,Cash on Delivery
2018,1080,Delivered,Cash on Delivery
2019,190,Canceled,Loyalty Points
2020,705,Canceled,Net Banking
2021,4146,Canceled,Loyalty Points
2022,4792,In Transit,UPI
2023,1766,Delivered,Loyalty Points
2024,1687,Canceled,Cash on Delivery
2025,7,Delivered,Loyalty Points
2026,2645,Delivered,Cash on Delivery
2027,582,Delivered,UPI
2028,3425,In Transit,Loyalty Points
2029,1460,Delivered,Net Banking
2030,3563,In Transit,UPI
2031,1471,Delivered,Net Banking
2032,1664,Delivered,Net Banking
2033,1678,Canceled,Cash on Delivery
2034,4094,In Transit,Net Banking
2035,4752,Delivered,Net Banking
2036,1498,Delivered,Loyalty Points
2037,3482,In Transit,Net Banking
2038,1321,Delivered,Loyalty Points
2039,1729,Canceled,Loyalty Points
2040,883,In Transit,Cash on Delivery
2041,1167,In Transit,Net Banking
2042,770,Delivered,Loyalty Points
2043,3376,Canceled,UPI
2044,4398,Canceled,Loyalty Points
2045,3708,Delivered,UPI
2046,4571,In Transit,Loyalty Points
2047,882,Canceled,Loyalty Points
2048,3493,Delivered,Net Banking
2049,3005,Delivered,Loyalty Points
2050,1634,Canceled,UPI
2051,2837,Delivered,Cash on Delivery
2052,1195,Delivered,Loyalty Points
2053,3275,Delivered,Loyalty Points
2054,3432,Canceled,Net Banking
2055,1771,Canceled,UPI
2056,4284,In Transit,Net Banking
2057,4075,Delivered,Cash on Delivery
2058,2219,In Transit,Loyalty Points
2059,869,Delivered,Net Banking
2060,1609,In Transit,Cash on Delivery
2061,3020,Canceled,Loyalty Points
2062,1085,Canceled,UPI
2063,3098,Canceled,Net Banking
2064,1231,Canceled,Loyalty Points
2065,1386,Delivered,Loyalty Points
2066,3277,Canceled,Loyalty Points
2067,3246,Delivered,Net Banking
2068,2106,Canceled,Net Banking
2069,3722,In Transit,UPI
2070,969,In Transit,UPI
2071,2396,Delivered,Cash on Delivery
2072,4715,Delivered,Cash on Delivery
2073,622,Canceled,UPI
2074,206,Delivered,Net Banking
2075,3204,In Transit,Cash on Delivery
2076,168,Canceled,Loyalty Points
2077,4346,Delivered,UPI
2078,3551,Canceled,Cash on Delivery
2079,4741,Delivered,Loyalty Points
2080,3083,In Transit,Net Banking
2081,4196,Canceled,UPI
2082,3680,In Transit,Net Banking
2083,3640,In Transit,Net Banking
2084,3815,Delivered,Net Banking
2085,1487,Canceled,Loyalty Points
2086,295,In Transit,UPI
2087,2975,In Transit,Loyalty Points
2088,157,Delivered,Cash on Delivery
2089,2215,Delivered,Net Banking
2090,283,In Transit,Loyalty Points
2091,1117,In Transit,UPI
2092,3722,Delivered,UPI
2093,943,Canceled,Net Banking
2094,1071,Canceled,Loyalty Points
2095,2666,Delivered,Cash on Delivery
2096,4787,Canceled,Cash on Delivery
2097,3031,Delivered,Loyalty Points
2098,4649,Delivered,Net Banking
2099,3825,Delivered,Loyalty Points
2100,4885,Delivered,Cash on Delivery
2101,572,Canceled,UPI
2102,2431,Canceled,Net Banking
2103,4993,In Transit,Loyalty Points
2104,4876,Canceled,Net Banking
2105,783,Canceled,UPI
2106,2290,Delivered,Cash on Delivery
2107,224,In Transit,Cash on Delivery
2108,3043,Delivered,UPI
2109,2724,Delivered,Cash on Delivery
2110,4753,Delivered,Cash on Delivery
2111,4101,Canceled,Cash on Delivery
2112,4162,In Transit,UPI
2113,150,Canceled,Loyalty Points
2114,961,Canceled,Cash on Delivery
2115,12,In Transit,Loyalty Points
2116,4127,Delivered,Loyalty Points
2117,3941,Canceled,Loyalty Points
2118,391,Delivered,UPI
2119,3348,In Transit,UPI
2120,3328,Canceled,Net Banking
2121,517,Canceled,UPI
2122,3878,In Transit,Cash on Delivery
2123,4364,Canceled,UPI
2124,536,Canceled,UPI
2125,68,Delivered,Cash on Delivery
2126,3192,Canceled,Cash on Delivery
2127,309,Canceled,UPI
2128,1923,Canceled,Net Banking
2129,1725,Canceled,Cash on Delivery
2130,2425,In Transit,UPI
2131,3581,Canceled,Net Banking
2132,4829,Delivered,Net Banking
2133,2412,Canceled,UPI
2134,4862,Canceled,Cash on Delivery
2135,514,In Transit,Cash on Delivery
2136,11,Canceled,UPI
2137,1899,In Transit,Net Banking
2138,2530,Canceled,Cash on Delivery
2139,4734,In Transit,Loyalty Points
2140,4099,Canceled,UPI
2141,4436,In Transit,Net Banking
2142,3469,Delivered,Net Banking
2143,1431,Delivered,Net Banking
2144,3035,Delivered,UPI
2145,4788,Canceled,Net Banking
2146,2397,Canceled,UPI
2147,1522,Canceled,UPI
2148,3279,Delivered,Net Banking
2149,3095,Delivered,Net Banking
2150,3812,In Transit,UPI
2151,4137,Canceled,UPI
2152,4251,Canceled,UPI
2153,3208,Delivered,Loyalty Points
2154,2566,Canceled,Loyalty Points
2155,1566,Delivered,Net Banking
2156,4654,In Transit,Cash on Delivery
2157,2298,Canceled,Loyalty Points
2158,4159,In Transit,Net Banking
2159,129,In Transit,UPI
2160,1549,Canceled,Net Banking
2161,3933,Delivered,UPI
2162,2567,In Transit,UPI
2163,3352,Delivered,Cash on Delivery
2164,2138,Canceled,Net Banking
2165,4574,Delivered,Loyalty Points
2166,2592,Canceled,Loyalty Points
2167,911,In Transit,Loyalty Points
2168,482,Delivered,Loyalty Points
2169,3527,In Transit,Loyalty Points
2170,1494,Canceled,UPI
2171,495,Delivered,Net Banking
2172,1551,Delivered,Net Banking
2173,183,In Transit,Net Banking
2174,3254,Canceled,UPI
2175,3540,Canceled,Loyalty Points
2176,1378,Canceled,Loyalty Points
2177,2796,Delivered,Cash on Delivery
2178,916,In Transit,Cash on Delivery
2179,4954,In Transit,Net Banking
2180,3340,Delivered,Cash on Delivery
2181,708,Canceled,Net Banking
2182,470,Delivered,Loyalty Points
2183,3397,In Transit,Cash on Delivery
2184,1514,In Transit,Cash on Delivery
2185,130,In Transit,Net Banking
2186,1677,Canceled,Net Banking
2187,3094,Delivered,Cash on Delivery
2188,4279,Canceled,Loyalty Points
2189,2341,In Transit,UPI
2190,695,In Transit,UPI
2191,1102,In Transit,Loyalty Points
2192,4648,Delivered,UPI
2193,3927,Canceled,UPI
2194,1615,Delivered,Net Banking
2195,2555,In Transit,Net Banking
2196,3782,Canceled,Net Banking
2197,4273,In Transit,Net Banking
2198,4597,Delivered,UPI
2199,2547,Canceled,Net Banking
2200,4053,Canceled,Net Banking
2201,469,Canceled,Cash on Delivery
2202,3124,Delivered,UPI
2203,830,In Transit,UPI
2204,2430,Delivered,Loyalty Points
2205,2598,Canceled,Net Banking
2206,2741,Delivered,Net Banking
2207,4028,Delivered,Loyalty Points
2208,3938,In Transit,UPI
2209,1821,Canceled,Loyalty Points
2210,4289,In Transit,Net Banking
2211,726,In Transit,UPI
2212,3178,Delivered,Net Banking
2213,2746,Canceled,Net Banking
2214,3588,In Transit,Net Banking
2215,968,Delivered,UPI
2216,2386,Canceled,Cash on Delivery
2217,589,In Transit,UPI
2218,3187,Delivered,Cash on Delivery
2219,3247,Canceled,Cash on Delivery
2220,4250,Delivered,Cash on Delivery
2221,3638,Canceled,Cash on Delivery
2222,2205,Delivered,UPI
2223,4751,Canceled,Net Banking
2224,153,Canceled,Cash on Delivery
2225,2280,Canceled,UPI
2226,4115,In Transit,Net Banking
2227,595,Delivered,Loyalty Points
2228,4417,In Transit,Net Banking
2229,2410,Canceled,Loyalty Points
2230,4136,Canceled,UPI
2231,3637,Delivered,Loyalty Points
2232,1382,Canceled,Loyalty Points
2233,4589,In Transit,Loyalty Points
2234,2983,In Transit,Loyalty Points
2235,2974,Canceled,Loyalty Points
2236,221,Canceled,Loyalty Points
2237,2942,In Transit,UPI
2238,2425,Delivered,Cash on Delivery
2239,474,Canceled,Loyalty Points
2240,1454,Canceled,Net Banking
2241,4854,Canceled,Cash on Delivery
2242,4233,Delivered,Cash on Delivery
2243,119,Delivered,Loyalty Points
2244,1844,In Transit,Loyalty Points
2245,270,In Transit,UPI
2246,1857,In Transit,Cash on Delivery
2247,4525,In Transit,Net Banking
2248,665,In Transit,Net Banking
2249,3411,Canceled,Loyalty Points
2250,2959,Delivered,Net Banking
2251,2148,Canceled,Loyalty Points
2252,4805,Delivered,UPI
2253,4790,Delivered,Net Banking
2254,9,Canceled,UPI
2255,3526,Delivered,Cash on Delivery
2256,1775,Canceled,Net Banking
2257,3893,Delivered,Net Banking
2258,1416,Delivered,Loyalty Points
2259,3594,Delivered,Net Banking
2260,2006,Canceled,Cash on Delivery
2261,2448,Canceled,Net Banking
2262,497,Delivered,Net Banking
2263,4335,Canceled,Cash on Delivery
2264,269,Canceled,Loyalty Points
2265,3053,Canceled,UPI
2266,4380,In Transit,UPI
2267,1217,In Transit,Cash on Delivery
2268,142,In Transit,Net Banking
2269,3425,Delivered,Net Banking
2270,550,In Transit,Loyalty Points
2271,2247,Canceled,Net Banking
2272,1391,Delivered,UPI
2273,3906,In Transit,UPI
2274,2418,Canceled,Net Banking
2275,2522,Delivered,UPI
2276,1568,Delivered,Cash on Delivery
2277,2822,Delivered,Net Banking
2278,3417,Canceled,Loyalty Points
2279,3127,In Transit,Net Banking
2280,1006,Canceled,UPI
2281,4801,In Transit,Cash on Delivery
2282,1935,Canceled,Cash on Delivery
2283,4754,Canceled,UPI
2284,3197,Delivered,Loyalty Points
2285,4615,Canceled,Cash on Delivery
2286,4216,Canceled,Loyalty Points
2287,3596,In Transit,Cash on Delivery
2288,3823,In Transit,UPI
2289,96,Canceled,UPI
2290,4028,Canceled,Net Banking
2291,1149,Canceled,Loyalty Points
2292,1604,In Transit,Loyalty Points
2293,1577,Delivered,Net Banking
2294,325,In Transit,Net Banking
2295,1355,Delivered,Loyalty Points
2296,3127,In Transit,Loyalty Points
2297,2642,Delivered,Cash on Delivery
2298,2193,Delivered,Loyalty Points
2299,3661,Canceled,UPI
2300,2910,Delivered,Net Banking
2301,1095,Canceled,Net Banking
2302,8,Delivered,UPI
2303,3175,In Transit,Cash on Delivery
2304,4863,Canceled,UPI
2305,2892,Canceled,Net Banking
2306,1738,Delivered,Net Banking
2307,2338,In Transit,UPI
2308,4903,In Transit,Cash on Delivery
2309,3843,In Transit,Loyalty Points
2310,3036,Delivered,UPI
2311,356,Canceled,Net Banking
2312,4875,In Transit,UPI
2313,4406,Canceled,Loyalty Points
2314,1122,Delivered,Net Banking
2315,4477,Canceled,Loyalty Points
2316,801,Delivered,Loyalty Points
2317,3117,Canceled,Net Banking
2318,2528,Delivered,Loyalty Points
2319,1653,Canceled,UPI
2320,2921,Delivered,Cash on Delivery
2321,3081,Canceled,Loyalty Points
2322,2977,Canceled,Cash on Delivery
2323,1824,In Transit,Cash on Delivery
2324,634,Canceled,UPI
2325,2164,Canceled,Cash on Delivery
2326,588,Canceled,Cash on Delivery
2327,2688,Canceled,Cash on Delivery
2328,2691,Delivered,Loyalty Points
2329,3171,Canceled,UPI
2330,2892,In Transit,UPI
2331,621,Canceled,Loyalty Points
2332,2562,Canceled,Net Banking
2333,4189,Delivered,UPI
2334,4222,In Transit,Loyalty Points
2335,1309,Canceled,Loyalty Points
2336,3919,Delivered,Loyalty Points
2337,1807,Canceled,Cash on Delivery
2338,3996,Delivered,Net Banking
2339,2960,In Transit,UPI
2340,3604,In Transit,Net Banking
2341,4187,Canceled,Loyalty Points
2342,4838,In Transit,Net Banking
2343,2037,In Transit,UPI
2344,3312,Delivered,Loyalty Points
2345,3557,In Transit,UPI
2346,462,Delivered,Loyalty Points
2347,4150,Canceled,Cash on Delivery
2348,161,In Transit,Net Banking
2349,789,In Transit,UPI
2350,4305,Delivered,UPI
2351,4785,In Transit,Loyalty Points
2352,2992,In Transit,Net Banking
2353,3831,Delivered,Net Banking
2354,53,In Transit,Net Banking
2355,1484,Canceled,UPI
2356,4233,Canceled,Net Banking
2357,307,In Transit,Net Banking
2358,2164,Delivered,Loyalty Points
2359,3824,Delivered,Net Banking
2360,2894,Canceled,Loyalty Points
2361,2384,Delivered,Loyalty Points
2362,1731,Delivered,Net Banking
2363,1631,In Transit,Loyalty Points
2364,4191,Delivered,Cash on Delivery
2365,541,In Transit,Cash on Delivery
2366,644,Delivered,Net Banking
2367,2381,In Transit,Net Banking
2368,3723,Canceled,Net Banking
2369,2087,Canceled,Loyalty Points
2370,3923,Delivered,Cash on Delivery
2371,271,Canceled,Loyalty Points
2372,3664,Delivered,Cash on Delivery
2373,4046,In Transit,UPI
2374,4197,Delivered,UPI
2375,1427,Canceled,Loyalty Points
2376,2107,Canceled,UPI
2377,2393,Canceled,Net Banking
2378,4250,In Transit,Cash on Delivery
2379,280,Delivered,Cash on Delivery
2380,337,Delivered,Cash on Delivery
2381,14,Canceled,Loyalty Points
2382,3896,In Transit,Loyalty Points
2383,4656,In Transit,Net Banking
2384,4982,In Transit,Net Banking
2385,2068,Canceled,Net Banking
2386,4333,Canceled,Net Banking
2387,4535,Delivered,Loyalty Points
2388,3008,In Transit,Cash on Delivery
2389,4043,Canceled,Loyalty Points
